title,runtime,audience_score,movie_score,tomatometer_count,user_rating_count,genre_Action,genre_Adventure,genre_Comedy,genre_Fantasy,genre_Horror,genre_Romance,genre_Sci-fi,genre_Special Interest,genre_Western,genre_FamilyKids,genre_AnimationManga,genre_FitnessSports,genre_DramaTele,genre_MusicalPerfarts,genre_ClassicsCult,genre_ArthouseInter,genre_ThrillMysSusp,genre_HistDocument,G,NC17,NR,PG,PG-13,R,ss_mean,ss_median,ss_p25,ss_p75,ss_std,ss_count,domestic_gross,domestic_opening,foreign_gross,markets,total_gross,markets_missing,audience_score_positive,movie_score_positive
Jamesy Boy,109.0,58.0,26,19,659.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6842105263157895,1.0,0.0,1.0,0.4775669329409193,19.0,,,,,,,False,False
Free Ride,86.0,22.0,14,7,404.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5714285714285714,1.0,0.0,1.0,0.5345224838248488,7.0,0.0,0.0,0.0,,0.0,1.0,False,False
HairBrained,97.0,26.0,22,18,176.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.2777777777777778,0.0,0.0,0.75,0.4608885989624768,18.0,,,,,,,False,False
The Visitor,108.0,43.0,82,17,442.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5294117647058824,1.0,0.0,1.0,0.5144957554275266,17.0,180011740.0,68532960.0,182200000.0,13.0,362211740.0,0.0,False,True
The Hunger Games: Catching Fire,146.0,89.0,89,282,424039.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7801418439716312,1.0,1.0,1.0,0.4148866600202759,282.0,424668047.0,158074286.0,440343699.0,54.0,865011746.0,0.0,True,True
Yogawoman,84.0,76.0,36,11,190.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.4545454545454545,0.0,0.0,1.0,0.5222329678670935,11.0,,,,,,,True,False
Out of the Furnace,116.0,52.0,53,193,43709.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6943005181347149,1.0,0.0,1.0,0.4619012485208789,193.0,11330849.0,5220288.0,4104412.0,24.0,15435261.0,0.0,False,False
Day of the Flowers,100.0,52.0,58,12,69.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6666666666666666,1.0,0.0,1.0,0.4923659639173309,12.0,0.0,0.0,220991.0,,220991.0,1.0,False,False
The Iran Job,90.0,75.0,89,19,1136.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1.0,1.0,1.0,0.0,19.0,23115.0,4295.0,0.0,,23115.0,1.0,True,True
Homefront,100.0,61.0,42,113,41117.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.6017699115044248,1.0,0.0,1.0,0.4917138941797927,113.0,20158898.0,6915241.0,22900000.0,34.0,43058898.0,0.0,True,False
Beyond Outrage,110.0,57.0,47,17,660.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6470588235294118,1.0,0.0,1.0,0.49259218307188896,17.0,3878.0,1938.0,16211978.0,,16215856.0,1.0,False,False
The Patience Stone,102.0,75.0,85,59,1232.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8305084745762712,1.0,1.0,1.0,0.3784060204413424,59.0,148671.0,9361.0,505916.0,8.0,654587.0,0.0,True,True
The Time Being,88.0,34.0,24,17,201.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.4705882352941176,0.0,0.0,1.0,0.5144957554275265,17.0,5274.0,0.0,0.0,,5274.0,1.0,False,False
All Stars,106.0,62.0,56,16,742.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.625,1.0,0.0,1.0,0.5,16.0,0.0,0.0,5749245.0,,5749245.0,1.0,True,False
12 Years a Slave,134.0,90.0,95,358,139946.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8575418994413407,1.0,1.0,1.0,0.3500085508019444,358.0,56671993.0,923715.0,131061209.0,49.0,187733202.0,0.0,True,True
Crave,113.0,26.0,31,16,162.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.5,0.5,0.0,1.0,0.5163977794943222,16.0,75609945.0,9938276.0,137606271.0,55.0,213216216.0,0.0,False,False
Easy Money: Hard to Kill,99.0,45.0,50,20,300.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.8,1.0,1.0,1.0,0.4103913408340616,20.0,0.0,0.0,3524306.0,,3524306.0,1.0,False,False
Oldboy,104.0,37.0,40,148,26393.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.5067567567567568,1.0,0.0,1.0,0.5016519868797792,148.0,707481.0,68957.0,14292192.0,18.0,14999673.0,0.0,False,False
The Broken Circle Breakdown,112.0,85.0,82,101,5010.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.8613861386138614,1.0,1.0,1.0,0.3472665538256464,101.0,175058.0,7100.0,5300000.0,16.0,5475058.0,0.0,True,True
Inside Llewyn Davis,105.0,74.0,92,273,44827.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8717948717948718,1.0,1.0,1.0,0.3349320635285418,273.0,13235319.0,405411.0,19724930.0,36.0,32960249.0,0.0,True,True
The Grandmaster,130.0,58.0,78,134,17668.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.8432835820895522,1.0,1.0,1.0,0.36489729963004347,134.0,6594959.0,132617.0,67311777.0,24.0,73906736.0,0.0,False,True
Girl Rising,101.0,82.0,89,9,1705.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6666666666666666,1.0,0.0,1.0,0.5,9.0,1727259.0,81640.0,0.0,,1727259.0,1.0,True,True
The Book Thief,130.0,73.0,47,146,50157.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7191780821917808,1.0,0.0,1.0,0.450947671632507,146.0,21488481.0,105005.0,55097835.0,43.0,76586316.0,0.0,True,False
In Fear,85.0,42.0,82,57,8729.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6140350877192983,1.0,0.0,1.0,0.4911497431287514,57.0,0.0,0.0,274660.0,,274660.0,1.0,False,True
Hours,97.0,61.0,59,32,18401.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.5625,1.0,0.0,1.0,0.5040161287741853,32.0,0.0,0.0,801983.0,10.0,801983.0,0.0,True,False
Geography Club,83.0,52.0,64,11,782.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7272727272727273,1.0,0.5,1.0,0.4670993664969138,11.0,,,,,,,False,False
The Last Days On Mars,91.0,25.0,18,61,10235.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5737704918032787,1.0,0.0,1.0,0.4986320083803494,61.0,24084.0,4608.0,163107.0,4.0,187191.0,0.0,False,False
Cold Comes The Night,91.0,29.0,44,43,2411.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.5581395348837209,1.0,0.0,1.0,0.5024855165595915,43.0,16971.0,11603.0,7761.0,,24732.0,1.0,False,False
Khumba,85.0,43.0,44,18,724.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5555555555555556,1.0,0.0,1.0,0.5113099925649136,18.0,1029.0,1029.0,27186346.0,34.0,27187375.0,0.0,False,False
Mademoiselle C,100.0,33.0,47,17,302.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.7058823529411765,1.0,0.0,1.0,0.4696682183138622,17.0,48668.0,14284.0,27953.0,,76621.0,1.0,False,False
Reasonable Doubt,91.0,31.0,13,8,2265.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.5,0.5,0.0,1.0,0.5345224838248488,8.0,0.0,0.0,602802.0,,602802.0,1.0,False,False
Enemies Closer,84.0,29.0,79,14,1394.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5,0.5,0.0,1.0,0.5188745216627708,14.0,0.0,0.0,1290258.0,,1290258.0,1.0,False,True
Commitment,108.0,58.0,40,10,198.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.9,1.0,1.0,1.0,0.31622776601683794,10.0,0.0,0.0,17276.0,,17276.0,1.0,False,False
Sparks,90.0,76.0,83,6,774.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0,1.0,1.0,0.0,6.0,37803872.0,6128157.0,0.0,,37803872.0,1.0,True,True
Dark House,102.0,23.0,9,11,230.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.5454545454545454,1.0,0.0,1.0,0.5222329678670935,11.0,25678.0,0.0,8971.0,,34649.0,1.0,False,False
Ender's Game,113.0,65.0,61,216,118419.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7314814814814815,1.0,0.0,1.0,0.4442182887135136,216.0,61737191.0,27017351.0,63800000.0,49.0,125537191.0,0.0,True,False
Mr. Nobody,155.0,76.0,67,30,25735.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.6666666666666666,1.0,0.0,1.0,0.4794633014853841,30.0,3622.0,0.0,3545394.0,,3549016.0,1.0,True,False
Gravity,91.0,80.0,96,345,302661.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8608695652173913,1.0,1.0,1.0,0.34658524879385244,345.0,274092705.0,55785112.0,449100000.0,55.0,723192705.0,0.0,True,True
You Will Be My Son,102.0,69.0,89,37,3298.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.972972972972973,1.0,1.0,1.0,0.1643989873053573,37.0,285151.0,0.0,3650233.0,,3935384.0,1.0,True,True
Thor: The Dark World,112.0,76.0,67,269,310131.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7769516728624535,1.0,1.0,1.0,0.4170664268101558,269.0,206362140.0,85737841.0,438421000.0,55.0,644783140.0,0.0,True,False
The Pervert's Guide To Ideology,134.0,78.0,93,27,3404.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7777777777777778,1.0,1.0,1.0,0.4236592728681617,27.0,67966.0,9165.0,146347.0,4.0,214313.0,0.0,True,True
Twice Born,124.0,67.0,17,24,1592.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.625,1.0,0.0,1.0,0.4945353550468402,24.0,18295.0,14947.0,5424525.0,6.0,5442820.0,0.0,True,False
The Knot,92.0,30.0,0,18,124.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.4444444444444444,0.0,0.0,1.0,0.5113099925649136,18.0,0.0,0.0,51594.0,,51594.0,1.0,False,False
The Counselor,117.0,23.0,34,210,41398.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5190476190476191,1.0,0.0,1.0,0.5008309340644157,210.0,16973715.0,7842930.0,54035619.0,48.0,71009334.0,0.0,False,False
Afternoon Delight,99.0,41.0,67,81,3578.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7530864197530864,1.0,1.0,1.0,0.433902759772592,81.0,174496.0,27352.0,1259.0,,175755.0,1.0,False,False
Austenland,97.0,53.0,31,112,9219.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6071428571428571,1.0,0.0,1.0,0.490580513951829,112.0,2159041.0,40662.0,154468.0,6.0,2313509.0,0.0,False,False
Narco Cultura,103.0,77.0,89,44,2081.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.8181818181818182,1.0,1.0,1.0,0.3901536532574131,44.0,145088.0,6093.0,18602.0,,163690.0,1.0,True,True
Pussy Riot- - A Punk Prayer,90.0,73.0,83,36,434.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.8333333333333334,1.0,1.0,1.0,0.3779644730092272,36.0,0.0,0.0,4148.0,,4148.0,1.0,True,True
Lost In Thailand,105.0,49.0,67,6,248.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8333333333333334,1.0,1.0,1.0,0.40824829046386296,6.0,57387.0,32206.0,197700000.0,5.0,197757387.0,0.0,False,False
The Best Man Holiday,120.0,83.0,72,92,52732.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.75,1.0,0.75,1.0,0.4353853919924732,92.0,70525195.0,30107555.0,2310515.0,,72835710.0,1.0,True,True
Haunter,97.0,42.0,54,35,5366.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6857142857142857,1.0,0.0,1.0,0.4710082159536055,35.0,0.0,0.0,1489366.0,9.0,1489366.0,0.0,False,False
Muscle Shoals,111.0,89.0,96,85,5070.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.8588235294117647,1.0,1.0,1.0,0.35027000389735363,85.0,696241.0,13901.0,13174.0,,709415.0,1.0,True,True
The Wait,96.0,24.0,31,13,295.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6153846153846154,1.0,0.0,1.0,0.5063696835418333,13.0,55804.0,5686.0,954962.0,10.0,1010766.0,0.0,False,False
Fists Of Legend,153.0,61.0,71,7,306.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8571428571428571,1.0,1.0,1.0,0.3779644730092273,7.0,134213.0,49252.0,5253585.0,,5387798.0,1.0,True,True
Nebraska,115.0,83.0,91,244,44729.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8688524590163934,1.0,1.0,1.0,0.3382555021377164,244.0,17654912.0,140401.0,10027960.0,29.0,27682872.0,0.0,True,True
On The Job,120.0,89.0,93,15,1699.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.8666666666666667,1.0,1.0,1.0,0.3518657752744984,15.0,164620.0,56098.0,308270.0,,472890.0,1.0,True,True
Chastity Bites,95.0,49.0,100,5,102.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6,1.0,0.0,1.0,0.5477225575051661,5.0,,,,,,,False,True
How I Live Now,100.0,55.0,66,106,8032.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.7735849056603774,1.0,1.0,1.0,0.4204989976302991,106.0,60213.0,28547.0,865549.0,,925762.0,1.0,False,False
Pulling Strings,110.0,71.0,58,12,3732.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.75,1.0,0.75,1.0,0.4522670168666454,12.0,5842961.0,2467168.0,2048517.0,,7891478.0,1.0,True,False
Bullet,87.0,13.0,11,9,199.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.4444444444444444,0.0,0.0,1.0,0.5270462766947299,9.0,9489829.0,4548201.0,12457380.0,31.0,21947209.0,0.0,False,False
The Armstrong Lie,122.0,76.0,81,118,5901.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.7542372881355932,1.0,1.0,1.0,0.43237449496571423,118.0,383294.0,28992.0,211100.0,6.0,594394.0,0.0,True,True
Hellbenders,85.0,20.0,25,8,200.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.375,0.0,0.0,1.0,0.5175491695067657,8.0,0.0,0.0,64097.0,,64097.0,1.0,False,False
The Adventurer: The Curse of the Midas Box,98.0,37.0,20,15,937.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,1.0,0.0,1.0,0.50709255283711,15.0,6399.0,4756.0,122072.0,,128471.0,1.0,False,False
Life of a King,100.0,65.0,38,13,668.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7692307692307693,1.0,1.0,1.0,0.4385290096535146,13.0,6547.0,4231.0,37614.0,3.0,44161.0,0.0,True,False
Killing Kennedy,88.0,42.0,56,18,326.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7222222222222222,1.0,0.25,1.0,0.4608885989624768,18.0,,,,,,,False,False
St Trinian's II: The Legend of Fritton's Gold,106.0,45.0,14,21,29366.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.42857142857142855,0.0,0.0,1.0,0.50709255283711,21.0,0.0,0.0,11198830.0,,11198830.0,1.0,False,False
22 Bullets,117.0,55.0,42,12,2400.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0.75,1.0,0.75,1.0,0.4522670168666455,12.0,0.0,0.0,21263717.0,24.0,21263717.0,0.0,False,False
People Of A Feather,92.0,85.0,86,7,137.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7142857142857143,1.0,0.5,1.0,0.4879500364742666,7.0,5677.0,2413.0,0.0,,5677.0,1.0,True,True
Romeo and Juliet,118.0,47.0,24,89,11457.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6292134831460674,1.0,0.0,1.0,0.4857520521621861,89.0,46351345.0,11133231.0,105490316.0,58.0,151841661.0,0.0,False,False
Escape Plan,115.0,55.0,50,108,58651.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5833333333333334,1.0,0.0,1.0,0.4953050603453778,108.0,25135965.0,9885732.0,112192336.0,48.0,137328301.0,0.0,False,False
Jewtopia,89.0,26.0,10,10,328.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.0,1.0,0.5270462766947299,10.0,46437.0,26371.0,41890.0,,88327.0,1.0,False,False
Diana,107.0,25.0,8,105,9216.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.4571428571428571,0.0,0.0,1.0,0.5005491489848429,105.0,335359.0,67754.0,21430912.0,46.0,21766271.0,0.0,False,False
About Time,123.0,81.0,69,154,57585.0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8051948051948052,1.0,1.0,1.0,0.39734284233130784,154.0,15322921.0,1076250.0,71777528.0,53.0,87100449.0,0.0,True,True
El artista y la modelo (The Artist and the Model),101.0,55.0,70,43,529.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7906976744186046,1.0,1.0,1.0,0.4116250914932712,43.0,127958.0,16900.0,1364822.0,6.0,1492780.0,0.0,False,True
2 Jacks,90.0,19.0,33,15,76.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6,1.0,0.0,1.0,0.50709255283711,15.0,0.0,0.0,0.0,,0.0,1.0,False,False
The Summit,99.0,62.0,64,36,1364.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.6666666666666666,1.0,0.0,1.0,0.4780914437337574,36.0,0.0,0.0,5699056.0,,5699056.0,1.0,True,False
Wadjda,100.0,88.0,99,118,13442.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.8728813559322034,1.0,1.0,1.0,0.33452633101918045,118.0,1347747.0,41253.0,5151422.0,16.0,6499169.0,0.0,True,True
Spinning Plates,93.0,84.0,85,34,996.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7058823529411765,1.0,0.0,1.0,0.4624972900628803,34.0,112449.0,20717.0,12407.0,,124856.0,1.0,True,True
Free Birds,90.0,44.0,18,87,40055.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5287356321839081,1.0,0.0,1.0,0.5020673646029037,87.0,55750480.0,15805237.0,54636592.0,43.0,110387072.0,0.0,False,False
Cutie And The Boxer,82.0,75.0,95,74,4338.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.8918918918918919,1.0,1.0,1.0,0.3126364937009625,74.0,200036.0,21098.0,0.0,,200036.0,1.0,True,True
Mother Of George,107.0,66.0,93,43,747.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7209302325581395,1.0,0.0,1.0,0.4538502687508102,43.0,157937.0,22500.0,0.0,,157937.0,1.0,True,True
The Inevitable Defeat of Mister & Pete,108.0,88.0,86,37,4751.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8378378378378378,1.0,1.0,1.0,0.3736838766118224,37.0,494608.0,254279.0,11695.0,,506303.0,1.0,True,True
Bottled Up,81.0,40.0,33,6,83.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8333333333333334,1.0,1.0,1.0,0.40824829046386296,6.0,,,,,,,False,False
A Case of You,91.0,26.0,47,19,1451.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6842105263157895,1.0,0.0,1.0,0.4775669329409193,19.0,4187.0,0.0,112372.0,5.0,116559.0,0.0,False,False
McConkey,109.0,94.0,100,5,187.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.6,1.0,0.0,1.0,0.5477225575051661,5.0,,,,,,,True,True
The Human Scale,83.0,83.0,64,11,173.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8181818181818182,1.0,1.0,1.0,0.4045199174779453,11.0,6878.0,0.0,0.0,,6878.0,1.0,True,False
Dallas Buyers Club,117.0,91.0,93,255,92475.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8431372549019608,1.0,1.0,1.0,0.3643864987304026,255.0,27298285.0,260865.0,27900000.0,44.0,55198285.0,0.0,True,True
The Banshee Chapter,87.0,43.0,77,22,1513.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5909090909090909,1.0,0.0,1.0,0.5032362797401965,22.0,,,,,,,False,True
Live At The Foxes Den,103.0,74.0,0,5,94.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.4,0.0,0.0,1.0,0.5477225575051662,5.0,,,,,,,True,False
Dark Tourist,84.0,29.0,33,9,120.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.3333333333333333,0.0,0.0,1.0,0.5,9.0,,,,,,,False,False
Burton And Taylor,90.0,62.0,100,12,270.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.8333333333333334,1.0,1.0,1.0,0.3892494720807615,12.0,,,,,,,True,True
Justice League: War,72.0,79.0,50,6,4163.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8333333333333334,1.0,1.0,1.0,0.40824829046386296,6.0,229024295.0,93842239.0,428900000.0,42.0,657924295.0,0.0,True,False
Raise the Titanic,112.0,28.0,43,7,7041.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8571428571428571,1.0,1.0,1.0,0.3779644730092273,7.0,,,,,,,False,False
Never Sleep Again: The Elm Street Legacy,480.0,95.0,100,6,1066.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.5,0.5,0.0,1.0,0.5477225575051661,6.0,,,,,,,True,True
Old Goats,94.0,61.0,62,13,401.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6153846153846154,1.0,0.0,1.0,0.5063696835418333,13.0,0.0,0.0,1445506.0,,1445506.0,1.0,True,False
Six Million and One,97.0,80.0,90,10,126.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.9,1.0,1.0,1.0,0.31622776601683794,10.0,0.0,0.0,2704.0,,2704.0,1.0,True,True
An Encounter with Simone Weil,85.0,,50,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6666666666666666,1.0,0.25,1.0,0.5163977794943223,6.0,,,,,,,False,False
Captain Phillips,134.0,89.0,93,268,152247.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8208955223880597,1.0,1.0,1.0,0.38415715940997797,268.0,107100855.0,25718314.0,111690956.0,55.0,218791811.0,0.0,True,True
The Snow Queen,80.0,66.0,0,6,285.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5,0.5,0.0,1.0,0.5477225575051662,6.0,400738009.0,243390.0,873481000.0,56.0,1274219009.0,0.0,True,False
Cloudy with a Chance of Meatballs 2,95.0,66.0,71,120,123841.0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.725,1.0,0.0,1.0,0.4483864629625512,120.0,119793567.0,34017930.0,154532382.0,55.0,274325949.0,0.0,True,True
Machete Kills,108.0,34.0,30,121,36476.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4958677685950413,0.0,0.0,1.0,0.5020618644176028,121.0,8008161.0,3837183.0,7000000.0,33.0,15008161.0,0.0,False,False
Sunlight Jr.,95.0,33.0,65,37,2964.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7297297297297297,1.0,0.0,1.0,0.4502251688907481,37.0,0.0,0.0,5346.0,,5346.0,1.0,False,False
