title,runtime,audience_score,movie_score,tomatometer_count,user_rating_count,genre_Action,genre_Adventure,genre_Comedy,genre_Fantasy,genre_Horror,genre_Romance,genre_Sci-fi,genre_Special Interest,genre_Western,genre_FamilyKids,genre_AnimationManga,genre_FitnessSports,genre_DramaTele,genre_MusicalPerfarts,genre_ClassicsCult,genre_ArthouseInter,genre_ThrillMysSusp,genre_HistDocument,G,NC17,NR,PG,PG-13,R,ss_mean,ss_median,ss_p25,ss_p75,ss_std,ss_count,domestic_gross,domestic_opening,foreign_gross,markets,total_gross,markets_missing,audience_score_positive,movie_score_positive
Tyler Perry's A Madea Family Funeral,109.0,30.0,12,34,652.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4411764705882353,0.0,0.0,1.0,0.5039947372613784,34.0,73257045.0,27062332.0,1490680.0,12.0,74747725.0,0.0,False,False
Wonders of the Sea,82.0,100.0,76,17,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8823529411764706,1.0,1.0,1.0,0.3321055820775357,17.0,100780.0,0.0,178635.0,,279415.0,1.0,True,True
The Bastards' Fig Tree (La higuera de los bastardos),111.0,,73,11,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0.6363636363636364,1.0,0.0,1.0,0.504524979109513,11.0,0.0,0.0,25461.0,,25461.0,1.0,False,True
Funny Story,85.0,73.0,83,18,44.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6666666666666666,1.0,0.0,1.0,0.4850712500726659,18.0,0.0,0.0,0.0,,0.0,1.0,True,True
Say Her Name: The Life and Death of Sandra Bland,103.0,53.0,100,10,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8,1.0,1.0,1.0,0.4216370213557839,10.0,,,,,,,False,True
Five Feet Apart,120.0,79.0,54,116,824.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6982758620689655,1.0,0.0,1.0,0.4609975494833841,116.0,45729221.0,13190286.0,45769377.0,56.0,91498598.0,0.0,True,False
Always Be My Maybe,102.0,82.0,90,88,1573.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8409090909090909,1.0,1.0,1.0,0.3678569073487971,88.0,0.0,0.0,65934.0,,65934.0,1.0,True,True
Rondo,88.0,43.0,80,10,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9,1.0,1.0,1.0,0.31622776601683794,10.0,0.0,0.0,852.0,,852.0,1.0,False,True
Greta,98.0,41.0,60,254,689.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.65748031496063,1.0,0.0,1.0,0.475489294076037,254.0,10519425.0,4481910.0,8120888.0,34.0,18640313.0,0.0,False,False
Starfish,99.0,44.0,91,57,85.0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7894736842105263,1.0,1.0,1.0,0.41130637283031135,57.0,15849.0,0.0,0.0,,15849.0,1.0,False,True
Leprechaun Returns,92.0,50.0,38,8,109.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.625,1.0,0.0,1.0,0.5175491695067657,8.0,,,,,,,False,False
The Mustang,96.0,76.0,94,122,339.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8524590163934426,1.0,1.0,1.0,0.35610684503856704,122.0,5043620.0,71657.0,1362196.0,,6405816.0,1.0,True,True
I Am Mother,114.0,74.0,90,68,615.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7058823529411765,1.0,0.0,1.0,0.4590328421057631,68.0,0.0,0.0,643593.0,,643593.0,1.0,True,True
The Brink,90.0,56.0,84,95,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6842105263157895,1.0,0.0,1.0,0.4672954756790886,95.0,106057.0,18063.0,0.0,,106057.0,1.0,False,True
The Kid,99.0,48.0,45,40,182.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.0,1.0,0.5063696835418333,40.0,1508593.0,514286.0,58908.0,4.0,1567501.0,0.0,False,False
Elisa & Marcela,113.0,,33,12,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5833333333333334,1.0,0.0,1.0,0.5149286505444373,12.0,,,,,,,False,False
Framing John DeLorean,109.0,79.0,91,43,61.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.7674418604651163,1.0,1.0,1.0,0.4274625743754585,43.0,145625.0,6991.0,0.0,,145625.0,1.0,True,True
Changeland,,74.0,63,8,43.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.875,1.0,1.0,1.0,0.3535533905932738,8.0,109608.0,23348.0,5490899.0,11.0,5600507.0,0.0,True,False
Domino,88.0,22.0,33,64,49.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5,0.5,0.0,1.0,0.5039526306789697,64.0,0.0,0.0,303860.0,,303860.0,1.0,False,False
Batman vs Teenage Mutant Ninja Turtles,90.0,81.0,100,12,150.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8333333333333334,1.0,1.0,1.0,0.3892494720807615,12.0,135265915.0,25398367.0,66700000.0,,201965915.0,1.0,True,True
Hallowed Ground,117.0,,0,6,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.16666666666666666,0.0,0.0,0.0,0.40824829046386296,6.0,,,,,,,False,False
The Child Remains,112.0,,0,6,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.0,1.0,0.5477225575051661,6.0,0.0,0.0,14292.0,,14292.0,1.0,False,False
First to the Moon,121.0,,100,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.75,1.0,0.75,1.0,0.4629100498862757,8.0,548696.0,171723.0,0.0,,548696.0,1.0,False,True
The Black Godfather,118.0,,100,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8333333333333334,1.0,1.0,1.0,0.40824829046386296,6.0,,,,,,,False,True
Rolling Thunder Revue: A Bob Dylan Story By Martin Scorsese,,,92,73,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.821917808219178,1.0,1.0,1.0,0.3852295763360054,73.0,,,,,,,False,True
Chopsticks,,86.0,20,5,14.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6,1.0,0.0,1.0,0.5477225575051661,5.0,0.0,0.0,228343.0,,228343.0,1.0,True,False
All Is Well (Alles ist gut),90.0,56.0,100,11,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.9090909090909092,1.0,1.0,1.0,0.30151134457776363,11.0,0.0,0.0,84399.0,,84399.0,1.0,False,True
Papillon,136.0,66.0,52,106,1133.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6981132075471698,1.0,0.0,1.0,0.4612573152498706,106.0,2335896.0,1090073.0,2180684.0,28.0,4516580.0,0.0,True,False
Mile 22,90.0,44.0,23,182,2587.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.467032967032967,0.0,0.0,1.0,0.5002883025291531,182.0,36108758.0,13710825.0,30200000.0,33.0,66308758.0,0.0,False,False
Death House,95.0,42.0,40,5,206.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,1.0,0.0,1.0,0.5477225575051661,5.0,23833.0,10140.0,0.0,,23833.0,1.0,False,False
Slender Man,93.0,18.0,7,74,2364.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2432432432432433,0.0,0.0,0.0,0.4319693929673376,74.0,30569484.0,11371866.0,21169065.0,51.0,51738549.0,0.0,False,False
The Darkest Minds,105.0,73.0,17,132,2639.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5227272727272727,1.0,0.0,1.0,0.5013860040448349,132.0,12695691.0,5842609.0,28446688.0,64.0,41142379.0,0.0,True,False
Claire's Camera (La caméra de Claire),69.0,59.0,88,50,162.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.74,1.0,0.25,1.0,0.443087497693452,50.0,,,,,,,True,True
The Spy Who Dumped Me,116.0,58.0,50,202,3400.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6336633663366337,1.0,0.0,1.0,0.4830000005609165,202.0,33562069.0,12103043.0,41758611.0,73.0,75320680.0,0.0,False,False
Christopher Robin,120.0,83.0,73,261,5446.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7509578544061303,1.0,1.0,1.0,0.43328912241312106,261.0,99215042.0,24585139.0,98529335.0,52.0,197744377.0,0.0,True,True
Gauguin: Voyage to Tahiti,102.0,35.0,40,30,103.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7666666666666667,1.0,1.0,1.0,0.4301830671520763,30.0,200140.0,35994.0,3117729.0,20.0,3317869.0,0.0,False,False
Itzhak,80.0,83.0,89,38,130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.9210526315789472,1.0,1.0,1.0,0.27327631273309394,38.0,607290.0,14350.0,97678.0,,704968.0,1.0,True,True
Destination Wedding,90.0,60.0,53,80,729.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6875,1.0,0.0,1.0,0.4664368029425214,80.0,0.0,0.0,2182965.0,,2182965.0,1.0,True,False
Teen Titans Go! To the Movies,92.0,71.0,91,125,3409.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.84,1.0,1.0,1.0,0.3680813374347332,125.0,29790236.0,10411189.0,22300000.0,23.0,52090236.0,0.0,True,True
A Whale of a Tale,95.0,,87,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.9333333333333332,1.0,1.0,1.0,0.2581988897471611,15.0,6747.0,0.0,0.0,,6747.0,1.0,False,True
Mandy,120.0,66.0,91,230,3904.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.8086956521739129,1.0,1.0,1.0,0.39418595957158586,230.0,1214525.0,225723.0,310355.0,4.0,1524880.0,0.0,True,True
Room For Rent,89.0,52.0,88,8,164.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.625,1.0,0.0,1.0,0.5175491695067657,8.0,,,,,,,False,True
Mario,119.0,70.0,100,12,237.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.9166666666666666,1.0,1.0,1.0,0.2886751345948129,12.0,0.0,0.0,3394.0,,3394.0,1.0,True,True
Daughters of the Sexual Revolution: The Untold Story of the Dallas Cowboys Cheerleaders,86.0,89.0,83,6,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8333333333333334,1.0,1.0,1.0,0.40824829046386296,6.0,,,,,,,True,True
Unlovable,82.0,73.0,81,16,99.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.75,1.0,0.75,1.0,0.4472135954999581,16.0,,,,,,,True,True
Thunder Road,91.0,94.0,97,76,1133.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.8815789473684209,1.0,1.0,1.0,0.3252529380101132,76.0,0.0,0.0,456304.0,,456304.0,1.0,True,True
Wild Honey Pie!,87.0,,20,5,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.6,1.0,0.0,1.0,0.5477225575051661,5.0,,,,,,,False,False
BlacKkKlansman,135.0,82.0,96,410,10117.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7878048780487805,1.0,1.0,1.0,0.4093617919991588,410.0,49275340.0,10845330.0,44125483.0,44.0,93400823.0,0.0,True,True
An Interview With God,97.0,67.0,60,5,147.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.4,0.0,0.0,1.0,0.5477225575051661,5.0,1201434.0,0.0,1050361.0,11.0,2251795.0,0.0,True,False
Every Act of Life,92.0,100.0,89,9,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7777777777777778,1.0,1.0,1.0,0.4409585518440984,9.0,,,,,,,True,True
The Reckoning: Hollywood's Worst Kept Secret,78.0,,80,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8,1.0,1.0,1.0,0.4472135954999579,5.0,,,,,,,False,True
Our House,91.0,27.0,60,25,170.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.64,1.0,0.0,1.0,0.4898979485566356,25.0,1829804.0,119840.0,0.0,,1829804.0,1.0,False,False
The Other Side of the Wind,122.0,56.0,83,92,313.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8043478260869565,1.0,1.0,1.0,0.3988756294854575,92.0,3000342.0,1211210.0,11332125.0,25.0,14332467.0,0.0,False,True
They'll Love Me When I'm Dead,98.0,79.0,92,37,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8648648648648649,1.0,1.0,1.0,0.3465834966066909,37.0,,,,,,,True,True
Killer Kate!,80.0,60.0,67,6,82.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.0,1.0,0.5477225575051662,6.0,,,,,,,True,False
Welcome to Mercy,104.0,45.0,67,9,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5555555555555556,1.0,0.0,1.0,0.5270462766947299,9.0,10763520.0,2354205.0,2297971.0,11.0,13061491.0,0.0,False,False
Monster Party,89.0,49.0,74,19,163.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.631578947368421,1.0,0.0,1.0,0.4955946277833521,19.0,742898.0,15163.0,39708.0,,782606.0,1.0,False,True
The Holiday Calendar,95.0,31.0,33,6,80.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6666666666666666,1.0,0.25,1.0,0.5163977794943223,6.0,,,,,,,False,False
John Leguizamo's Latin History for Morons,90.0,78.0,100,7,132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7142857142857143,1.0,0.5,1.0,0.4879500364742666,7.0,,,,,,,True,True
How to Train Your Dragon: The Hidden World,110.0,87.0,91,248,55620.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8467741935483871,1.0,1.0,1.0,0.36093344657096826,248.0,160799505.0,55022245.0,359097143.0,66.0,519896648.0,0.0,True,True
The LEGO Movie 2: The Second Part,90.0,69.0,85,279,28162.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7813620071684588,1.0,1.0,1.0,0.4140651359686465,279.0,105806508.0,34115335.0,85500000.0,43.0,191306508.0,0.0,True,True
The Upside,126.0,82.0,41,175,3682.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6171428571428571,1.0,0.0,1.0,0.487478684642001,175.0,108252517.0,20355000.0,14500000.0,23.0,122752517.0,0.0,True,False
Isn't It Romantic,,48.0,70,164,2631.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.774390243902439,1.0,1.0,1.0,0.4192634428440688,164.0,48791187.0,14247758.0,0.0,,48791187.0,1.0,False,True
Tater Tot & Patton,91.0,88.0,85,20,40.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.8,1.0,1.0,1.0,0.4103913408340616,20.0,,,,,,,True,True
Fighting with My Family,107.0,83.0,92,211,3261.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9004739336492891,1.0,1.0,1.0,0.3000789785455304,211.0,22958886.0,138780.0,16100000.0,25.0,39058886.0,0.0,True,True
What Men Want,117.0,33.0,44,134,1829.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5447761194029851,1.0,0.0,1.0,0.49985970425381104,134.0,54611903.0,18232087.0,17604391.0,15.0,72216294.0,0.0,False,False
Mosul,86.0,100.0,100,5,863.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8,1.0,1.0,1.0,0.4472135954999579,5.0,60060328.0,12292952.0,16428561.0,22.0,76488889.0,0.0,True,True
Blaze,127.0,69.0,95,88,801.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7954545454545454,1.0,1.0,1.0,0.4056806656815641,88.0,704955.0,44050.0,0.0,,704955.0,1.0,True,True
See You Yesterday,80.0,31.0,95,37,125.0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.972972972972973,1.0,1.0,1.0,0.16439898730535726,37.0,,,,,,,False,True
Scary Stories,82.0,72.0,80,10,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8,1.0,1.0,1.0,0.4216370213557839,10.0,68947075.0,20915346.0,26730685.0,32.0,95677760.0,0.0,True,True
In Search of Greatness,80.0,86.0,89,18,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8888888888888888,1.0,1.0,1.0,0.3233808333817773,18.0,58090.0,32952.0,0.0,,58090.0,1.0,True,True
Everybody Knows (Todos lo saben),132.0,60.0,79,167,552.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.7485029940119761,1.0,0.5,1.0,0.4351784410944451,167.0,2660165.0,71207.0,15337185.0,27.0,17997350.0,0.0,True,True
The Prodigy,92.0,38.0,43,77,733.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5194805194805194,1.0,0.0,1.0,0.5028965994586712,77.0,14856291.0,5853061.0,6293974.0,27.0,21150265.0,0.0,False,False
Apollo 11,93.0,91.0,99,162,781.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.8703703703703703,1.0,1.0,1.0,0.3369370416684833,162.0,9039891.0,1607040.0,3079404.0,10.0,12119295.0,0.0,True,True
Cold Pursuit,118.0,51.0,70,173,2254.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.6994219653179191,1.0,0.0,1.0,0.459840355238008,173.0,32138862.0,11030233.0,44280893.0,59.0,76419755.0,0.0,False,True
Gloria Bell,102.0,44.0,91,192,502.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7604166666666666,1.0,1.0,1.0,0.4279450878965656,192.0,5611123.0,145218.0,5513849.0,33.0,11124972.0,0.0,False,True
ANIARA,106.0,54.0,70,43,48.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6976744186046512,1.0,0.0,1.0,0.4647008111181006,43.0,40124.0,19297.0,0.0,,40124.0,1.0,False,True
Ladies in Black,109.0,,88,32,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.8125,1.0,1.0,1.0,0.396557769456266,32.0,0.0,0.0,9356495.0,,9356495.0,1.0,False,True
The Perfection,90.0,58.0,73,85,262.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.7647058823529411,1.0,1.0,1.0,0.4266999286754716,85.0,16535005.0,5300980.0,3235470.0,10.0,19770475.0,0.0,False,True
Happy Death Day 2U,120.0,60.0,69,193,2464.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6891191709844561,1.0,0.0,1.0,0.4640579068743926,193.0,28051045.0,9497665.0,36452022.0,59.0,64503067.0,0.0,True,True
Scotch: A Golden Dream,87.0,,75,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.75,1.0,0.75,1.0,0.4629100498862757,8.0,0.0,0.0,32707.0,,32707.0,1.0,False,True
Wine Country,100.0,29.0,66,80,349.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6875,1.0,0.0,1.0,0.4664368029425214,80.0,15164458.0,2739680.0,0.0,,15164458.0,1.0,False,False
Room for Rent,82.0,42.0,82,11,48.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9090909090909092,1.0,1.0,1.0,0.30151134457776363,11.0,,,,,,,False,True
Avengement,87.0,71.0,81,16,78.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.75,1.0,0.75,1.0,0.4472135954999579,16.0,0.0,0.0,39153.0,,39153.0,1.0,True,True
Isabelle,81.0,29.0,0,12,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.4166666666666667,0.0,0.0,1.0,0.5149286505444373,12.0,61067.0,4607.0,9696350.0,22.0,9757417.0,0.0,False,False
A Violent Separation,106.0,90.0,10,10,30.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6,1.0,0.0,1.0,0.5163977794943222,10.0,,,,,,,True,False
The Professor,91.0,77.0,10,20,320.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.0,1.0,0.512989176042577,20.0,0.0,0.0,2233084.0,,2233084.0,1.0,True,False
Wanda Sykes: Not Normal,60.0,,100,8,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.875,1.0,1.0,1.0,0.3535533905932738,8.0,,,,,,,False,True
Good Sam,89.0,76.0,60,5,29.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8,1.0,1.0,1.0,0.4472135954999579,5.0,44789789.0,12520305.0,15823219.0,,60613008.0,1.0,True,False
The Lonely Island Presents: The Unauthorized Bash Brothers Experience,30.0,,100,11,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.7272727272727273,1.0,0.5,1.0,0.4670993664969138,11.0,,,,,,,False,True
Pirates of the Caribbean: Dead Men Tell No Tales,135.0,61.0,30,276,130407.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5652173913043478,1.0,0.0,1.0,0.4966289522425505,276.0,172558876.0,62983253.0,622302918.0,52.0,794861794.0,0.0,True,False
47 Meters Down,89.0,36.0,54,153,12305.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5686274509803921,1.0,0.0,1.0,0.4968943798915438,153.0,44307191.0,11205561.0,17880338.0,25.0,62187529.0,0.0,False,False
The Layover,88.0,22.0,0,18,1488.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.0,1.0,0.5144957554275265,18.0,0.0,0.0,0.0,,0.0,1.0,False,False
Queen of the Desert,127.0,34.0,18,77,1340.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5454545454545454,1.0,0.0,1.0,0.5011947448335864,77.0,0.0,0.0,1592853.0,13.0,1592853.0,0.0,False,False
Marjorie Prime,97.0,62.0,90,89,1453.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.8089887640449438,1.0,1.0,1.0,0.39532508183375376,89.0,180608.0,20668.0,33250.0,3.0,213858.0,0.0,True,True
The Survivalist,104.0,66.0,96,45,6726.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0.8222222222222222,1.0,1.0,1.0,0.3866457674602807,45.0,0.0,0.0,56971.0,,56971.0,1.0,True,True
Harold And Lillian: A Hollywood Love Story,100.0,90.0,97,31,239.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.9032258064516128,1.0,1.0,1.0,0.30053715351876426,31.0,78301.0,3510.0,0.0,,78301.0,1.0,True,True
The House,,35.0,20,81,13325.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4074074074074074,0.0,0.0,1.0,0.4944132324730442,81.0,25584504.0,8724795.0,8600000.0,18.0,34184504.0,0.0,False,False
The Book of Henry,105.0,63.0,22,141,5826.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.5035460992907801,1.0,0.0,1.0,0.5017699170390649,141.0,4504974.0,1424540.0,91731.0,,4596705.0,1.0,True,False
Transformers: The Last Knight,148.0,44.0,15,244,39558.0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.4180327868852459,0.0,0.0,1.0,0.4942494652501106,244.0,130168683.0,44680073.0,475256474.0,55.0,605425157.0,0.0,False,False
Mr. Gaga: A True Story of Love and Dance,100.0,83.0,86,29,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8965517241379308,1.0,1.0,1.0,0.30993404669460345,29.0,,,,,,,True,True
The Bad Batch,115.0,31.0,47,96,2777.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5208333333333334,1.0,0.0,1.0,0.502188194262012,96.0,180851.0,89111.0,21039.0,,201890.0,1.0,False,False
Our Souls at Night,103.0,75.0,90,41,965.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.8048780487804879,1.0,1.0,1.0,0.4012176588288427,41.0,,,,,,,True,True
